plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,season,variable_name,sampling_identifier,variable_value,date,variable_units,Days_after_planting
96,17,HM17-12161,12,Leah,4,Late planting date,96_c_ACRE-Biomass_Late_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,78,8/8/2022,cm,60
96,17,HM17-12161,12,Leah,4,Late planting date,96_d_ACRE-Biomass_Late_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,72,8/8/2022,cm,60
96,17,HM17-12161,12,Leah,4,Late planting date,96_a_ACRE-Biomass_Late_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,97,8/16/2022,cm,68
96,17,HM17-12161,12,Leah,4,Late planting date,96_b_ACRE-Biomass_Late_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,90,8/16/2022,cm,68
96,17,HM17-12161,12,Leah,4,Late planting date,96_c_ACRE-Biomass_Late_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,90,8/16/2022,cm,68
96,17,HM17-12161,12,Leah,4,Late planting date,96_d_ACRE-Biomass_Late_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,91,8/16/2022,cm,68
96,17,HM17-12161,12,Leah,4,Late planting date,96_a_ACRE-Biomass_Late_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,100,8/30/2022,cm,82
96,17,HM17-12161,12,Leah,4,Late planting date,96_b_ACRE-Biomass_Late_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,109,8/30/2022,cm,82
96,17,HM17-12161,12,Leah,4,Late planting date,96_c_ACRE-Biomass_Late_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,97,8/30/2022,cm,82
96,17,HM17-12161,12,Leah,4,Late planting date,96_d_ACRE-Biomass_Late_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,101,8/30/2022,cm,82
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_a_ACRE-Biomass_Late_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,39,7/19/2022,cm,40
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_b_ACRE-Biomass_Late_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,40,7/19/2022,cm,40
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_c_ACRE-Biomass_Late_y22_canopy-height_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,44,7/19/2022,cm,40
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_d_ACRE-Biomass_Late_y22_canopy-height_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,39,7/19/2022,cm,40
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_a_ACRE-Biomass_Late_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,63,7/28/2022,cm,49
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_b_ACRE-Biomass_Late_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,59,7/28/2022,cm,49
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_c_ACRE-Biomass_Late_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,62,7/28/2022,cm,49
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_d_ACRE-Biomass_Late_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,56,7/28/2022,cm,49
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_a_ACRE-Biomass_Late_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,89,8/8/2022,cm,60
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_b_ACRE-Biomass_Late_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,83,8/8/2022,cm,60
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_c_ACRE-Biomass_Late_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,82,8/8/2022,cm,60
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_d_ACRE-Biomass_Late_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,81,8/8/2022,cm,60
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_a_ACRE-Biomass_Late_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,92,8/16/2022,cm,68
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_b_ACRE-Biomass_Late_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,102,8/16/2022,cm,68
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_c_ACRE-Biomass_Late_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,98,8/16/2022,cm,68
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_d_ACRE-Biomass_Late_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,103,8/16/2022,cm,68
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_a_ACRE-Biomass_Late_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,110,8/30/2022,cm,82
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_b_ACRE-Biomass_Late_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,108,8/30/2022,cm,82
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_c_ACRE-Biomass_Late_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,110,8/30/2022,cm,82
97,18,SA17-30464,8,Scaboo,4,Late planting date,97_d_ACRE-Biomass_Late_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,112,8/30/2022,cm,82
98,18,E19269,3,Wang,4,Late planting date,98_a_ACRE-Biomass_Late_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,38,7/19/2022,cm,40
98,18,E19269,3,Wang,4,Late planting date,98_b_ACRE-Biomass_Late_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,38,7/19/2022,cm,40
98,18,E19269,3,Wang,4,Late planting date,98_c_ACRE-Biomass_Late_y22_canopy-height_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,37,7/19/2022,cm,40
98,18,E19269,3,Wang,4,Late planting date,98_d_ACRE-Biomass_Late_y22_canopy-height_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,35,7/19/2022,cm,40
98,18,E19269,3,Wang,4,Late planting date,98_a_ACRE-Biomass_Late_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,56,7/28/2022,cm,49
98,18,E19269,3,Wang,4,Late planting date,98_b_ACRE-Biomass_Late_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,56,7/28/2022,cm,49
98,18,E19269,3,Wang,4,Late planting date,98_c_ACRE-Biomass_Late_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,54,7/28/2022,cm,49
98,18,E19269,3,Wang,4,Late planting date,98_d_ACRE-Biomass_Late_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,50,7/28/2022,cm,49
98,18,E19269,3,Wang,4,Late planting date,98_a_ACRE-Biomass_Late_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,74,8/8/2022,cm,60
98,18,E19269,3,Wang,4,Late planting date,98_b_ACRE-Biomass_Late_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,76,8/8/2022,cm,60
98,18,E19269,3,Wang,4,Late planting date,98_c_ACRE-Biomass_Late_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,73,8/8/2022,cm,60
98,18,E19269,3,Wang,4,Late planting date,98_d_ACRE-Biomass_Late_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,80,8/8/2022,cm,60
98,18,E19269,3,Wang,4,Late planting date,98_a_ACRE-Biomass_Late_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,93,8/16/2022,cm,68
98,18,E19269,3,Wang,4,Late planting date,98_b_ACRE-Biomass_Late_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,87,8/16/2022,cm,68
98,18,E19269,3,Wang,4,Late planting date,98_c_ACRE-Biomass_Late_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,87,8/16/2022,cm,68
98,18,E19269,3,Wang,4,Late planting date,98_d_ACRE-Biomass_Late_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,94,8/16/2022,cm,68
98,18,E19269,3,Wang,4,Late planting date,98_a_ACRE-Biomass_Late_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,100,8/30/2022,cm,82
98,18,E19269,3,Wang,4,Late planting date,98_b_ACRE-Biomass_Late_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,101,8/30/2022,cm,82
98,18,E19269,3,Wang,4,Late planting date,98_c_ACRE-Biomass_Late_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,114,8/30/2022,cm,82
98,18,E19269,3,Wang,4,Late planting date,98_d_ACRE-Biomass_Late_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,112,8/30/2022,cm,82
99,18,CR17-3701,16,Rainey,4,Late planting date,99_a_ACRE-Biomass_Late_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,30,7/19/2022,cm,40
99,18,CR17-3701,16,Rainey,4,Late planting date,99_b_ACRE-Biomass_Late_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,42,7/19/2022,cm,40
99,18,CR17-3701,16,Rainey,4,Late planting date,99_c_ACRE-Biomass_Late_y22_canopy-height_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,44,7/19/2022,cm,40
99,18,CR17-3701,16,Rainey,4,Late planting date,99_d_ACRE-Biomass_Late_y22_canopy-height_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,39,7/19/2022,cm,40
99,18,CR17-3701,16,Rainey,4,Late planting date,99_a_ACRE-Biomass_Late_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,61,7/28/2022,cm,49
99,18,CR17-3701,16,Rainey,4,Late planting date,99_b_ACRE-Biomass_Late_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,56,7/28/2022,cm,49
99,18,CR17-3701,16,Rainey,4,Late planting date,99_c_ACRE-Biomass_Late_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,63,7/28/2022,cm,49
99,18,CR17-3701,16,Rainey,4,Late planting date,99_d_ACRE-Biomass_Late_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,60,7/28/2022,cm,49
99,18,CR17-3701,16,Rainey,4,Late planting date,99_a_ACRE-Biomass_Late_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,92,8/8/2022,cm,60
99,18,CR17-3701,16,Rainey,4,Late planting date,99_b_ACRE-Biomass_Late_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,88,8/8/2022,cm,60
99,18,CR17-3701,16,Rainey,4,Late planting date,99_c_ACRE-Biomass_Late_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,78,8/8/2022,cm,60
99,18,CR17-3701,16,Rainey,4,Late planting date,99_d_ACRE-Biomass_Late_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,93,8/8/2022,cm,60
99,18,CR17-3701,16,Rainey,4,Late planting date,99_a_ACRE-Biomass_Late_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,97,8/16/2022,cm,68
99,18,CR17-3701,16,Rainey,4,Late planting date,99_b_ACRE-Biomass_Late_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,103,8/16/2022,cm,68
99,18,CR17-3701,16,Rainey,4,Late planting date,99_c_ACRE-Biomass_Late_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,94,8/16/2022,cm,68
99,18,CR17-3701,16,Rainey,4,Late planting date,99_d_ACRE-Biomass_Late_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,103,8/16/2022,cm,68
99,18,CR17-3701,16,Rainey,4,Late planting date,99_a_ACRE-Biomass_Late_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,113,8/30/2022,cm,82
99,18,CR17-3701,16,Rainey,4,Late planting date,99_b_ACRE-Biomass_Late_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,109,8/30/2022,cm,82
99,18,CR17-3701,16,Rainey,4,Late planting date,99_c_ACRE-Biomass_Late_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,116,8/30/2022,cm,82
99,18,CR17-3701,16,Rainey,4,Late planting date,99_d_ACRE-Biomass_Late_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,111,8/30/2022,cm,82
100,18,E19517GT,1,Wang,4,Late planting date,100_a_ACRE-Biomass_Late_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,37,7/19/2022,cm,40
100,18,E19517GT,1,Wang,4,Late planting date,100_b_ACRE-Biomass_Late_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,39,7/19/2022,cm,40
100,18,E19517GT,1,Wang,4,Late planting date,100_c_ACRE-Biomass_Late_y22_canopy-height_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,43,7/19/2022,cm,40
100,18,E19517GT,1,Wang,4,Late planting date,100_d_ACRE-Biomass_Late_y22_canopy-height_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,37,7/19/2022,cm,40
100,18,E19517GT,1,Wang,4,Late planting date,100_a_ACRE-Biomass_Late_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,68,7/28/2022,cm,49
100,18,E19517GT,1,Wang,4,Late planting date,100_b_ACRE-Biomass_Late_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,59,7/28/2022,cm,49
100,18,E19517GT,1,Wang,4,Late planting date,100_c_ACRE-Biomass_Late_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,55,7/28/2022,cm,49
100,18,E19517GT,1,Wang,4,Late planting date,100_d_ACRE-Biomass_Late_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,60,7/28/2022,cm,49
100,18,E19517GT,1,Wang,4,Late planting date,100_a_ACRE-Biomass_Late_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,81,8/8/2022,cm,60
100,18,E19517GT,1,Wang,4,Late planting date,100_b_ACRE-Biomass_Late_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,77,8/8/2022,cm,60
100,18,E19517GT,1,Wang,4,Late planting date,100_c_ACRE-Biomass_Late_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,89,8/8/2022,cm,60
100,18,E19517GT,1,Wang,4,Late planting date,100_d_ACRE-Biomass_Late_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,84,8/8/2022,cm,60
100,18,E19517GT,1,Wang,4,Late planting date,100_a_ACRE-Biomass_Late_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,105,8/16/2022,cm,68
100,18,E19517GT,1,Wang,4,Late planting date,100_b_ACRE-Biomass_Late_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,104,8/16/2022,cm,68
100,18,E19517GT,1,Wang,4,Late planting date,100_c_ACRE-Biomass_Late_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,104,8/16/2022,cm,68
100,18,E19517GT,1,Wang,4,Late planting date,100_d_ACRE-Biomass_Late_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,102,8/16/2022,cm,68
100,18,E19517GT,1,Wang,4,Late planting date,100_a_ACRE-Biomass_Late_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,107,8/30/2022,cm,82
100,18,E19517GT,1,Wang,4,Late planting date,100_b_ACRE-Biomass_Late_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,110,8/30/2022,cm,82
100,18,E19517GT,1,Wang,4,Late planting date,100_c_ACRE-Biomass_Late_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,110,8/30/2022,cm,82
100,18,E19517GT,1,Wang,4,Late planting date,100_d_ACRE-Biomass_Late_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,115,8/30/2022,cm,82
1,2,E19269,3,Wang,1,Early planting date,1_a_ACRE-Biomass_Early_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,36.83,7/12/2022,cm,42
1,2,E19269,3,Wang,1,Early planting date,1_b_ACRE-Biomass_Early_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,38.1,7/12/2022,cm,42
1,2,E19269,3,Wang,1,Early planting date,1_a_ACRE-Biomass_Early_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,54,7/25/2022,cm,55
1,2,E19269,3,Wang,1,Early planting date,1_b_ACRE-Biomass_Early_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,46,7/25/2022,cm,55
1,2,E19269,3,Wang,1,Early planting date,1_c_ACRE-Biomass_Early_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,40,7/25/2022,cm,55
1,2,E19269,3,Wang,1,Early planting date,1_d_ACRE-Biomass_Early_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,47,7/25/2022,cm,55
1,2,E19269,3,Wang,1,Early planting date,1_a_ACRE-Biomass_Early_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,60,8/1/2022,cm,62
1,2,E19269,3,Wang,1,Early planting date,1_b_ACRE-Biomass_Early_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,55,8/1/2022,cm,62
1,2,E19269,3,Wang,1,Early planting date,1_c_ACRE-Biomass_Early_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,82,8/1/2022,cm,62
1,2,E19269,3,Wang,1,Early planting date,1_d_ACRE-Biomass_Early_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,54,8/1/2022,cm,62
1,2,E19269,3,Wang,1,Early planting date,1_a_ACRE-Biomass_Early_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,80,8/9/2022,cm,70
1,2,E19269,3,Wang,1,Early planting date,1_b_ACRE-Biomass_Early_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,71,8/9/2022,cm,70
1,2,E19269,3,Wang,1,Early planting date,1_c_ACRE-Biomass_Early_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/9/2022,cm,70
1,2,E19269,3,Wang,1,Early planting date,1_d_ACRE-Biomass_Early_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,67,8/9/2022,cm,70
1,2,E19269,3,Wang,1,Early planting date,1_a_ACRE-Biomass_Early_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,69,8/17/2022,cm,78
1,2,E19269,3,Wang,1,Early planting date,1_b_ACRE-Biomass_Early_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,62,8/17/2022,cm,78
1,2,E19269,3,Wang,1,Early planting date,1_c_ACRE-Biomass_Early_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,81,8/17/2022,cm,78
1,2,E19269,3,Wang,1,Early planting date,1_d_ACRE-Biomass_Early_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,79,8/17/2022,cm,78
2,2,U15-606207,24,Checks,1,Early planting date,2_a_ACRE-Biomass_Early_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,50.8,7/12/2022,cm,42
2,2,U15-606207,24,Checks,1,Early planting date,2_b_ACRE-Biomass_Early_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,45.72,7/12/2022,cm,42
2,2,U15-606207,24,Checks,1,Early planting date,2_a_ACRE-Biomass_Early_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,50,7/25/2022,cm,55
2,2,U15-606207,24,Checks,1,Early planting date,2_b_ACRE-Biomass_Early_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/25/2022,cm,55
2,2,U15-606207,24,Checks,1,Early planting date,2_c_ACRE-Biomass_Early_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,56,7/25/2022,cm,55
2,2,U15-606207,24,Checks,1,Early planting date,2_d_ACRE-Biomass_Early_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,66,7/25/2022,cm,55
2,2,U15-606207,24,Checks,1,Early planting date,2_a_ACRE-Biomass_Early_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,71,8/1/2022,cm,62
2,2,U15-606207,24,Checks,1,Early planting date,2_b_ACRE-Biomass_Early_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,62,8/1/2022,cm,62
2,2,U15-606207,24,Checks,1,Early planting date,2_c_ACRE-Biomass_Early_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,55,8/1/2022,cm,62
2,2,U15-606207,24,Checks,1,Early planting date,2_d_ACRE-Biomass_Early_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,51,8/1/2022,cm,62
2,2,U15-606207,24,Checks,1,Early planting date,2_a_ACRE-Biomass_Early_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,59,8/9/2022,cm,70
2,2,U15-606207,24,Checks,1,Early planting date,2_b_ACRE-Biomass_Early_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,63,8/9/2022,cm,70
2,2,U15-606207,24,Checks,1,Early planting date,2_c_ACRE-Biomass_Early_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,60,8/9/2022,cm,70
2,2,U15-606207,24,Checks,1,Early planting date,2_d_ACRE-Biomass_Early_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/9/2022,cm,70
2,2,U15-606207,24,Checks,1,Early planting date,2_a_ACRE-Biomass_Early_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,117,8/17/2022,cm,78
2,2,U15-606207,24,Checks,1,Early planting date,2_b_ACRE-Biomass_Early_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,68,8/17/2022,cm,78
2,2,U15-606207,24,Checks,1,Early planting date,2_c_ACRE-Biomass_Early_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,67,8/17/2022,cm,78
2,2,U15-606207,24,Checks,1,Early planting date,2_d_ACRE-Biomass_Early_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,66,8/17/2022,cm,78
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_a_ACRE-Biomass_Early_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,40.64,7/12/2022,cm,42
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_b_ACRE-Biomass_Early_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,49.53,7/12/2022,cm,42
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_a_ACRE-Biomass_Early_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/25/2022,cm,55
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_b_ACRE-Biomass_Early_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,48,7/25/2022,cm,55
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_c_ACRE-Biomass_Early_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,44,7/25/2022,cm,55
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_d_ACRE-Biomass_Early_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,54,7/25/2022,cm,55
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_a_ACRE-Biomass_Early_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,60,8/1/2022,cm,62
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_b_ACRE-Biomass_Early_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,52,8/1/2022,cm,62
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_c_ACRE-Biomass_Early_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,59,8/1/2022,cm,62
