plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,sampling_identifier,measurment,season,LAI_FILE,LAI,DATE,TIME,Days_after_planting
39,8,E19269,3,Wang,2,Early,39_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-039B,2.429,7/25/2022,9:38:40,54
39,8,E19269,3,Wang,2,Early,39_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-039A,2.982,8/1/2022,16:18:36,61
39,8,E19269,3,Wang,2,Early,39_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-039B,3.709,8/1/2022,16:19:06,61
39,8,E19269,3,Wang,2,Early,39_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-039A,3.034,8/9/2022,8:38:38,69
39,8,E19269,3,Wang,2,Early,39_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-039B,3.275,8/9/2022,8:39:04,69
39,8,E19269,3,Wang,2,Early,39_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-039A,3.923,8/17/2022,8:39:56,77
39,8,E19269,3,Wang,2,Early,39_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-039B,4.588,8/17/2022,8:40:30,77
40,8,LD15-3818,11,Diers,2,Early,40_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-040A,1.429,7/13/2022,8:59:52,42
40,8,LD15-3818,11,Diers,2,Early,40_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-040B,1.014,7/13/2022,9:00:39,42
40,8,LD15-3818,11,Diers,2,Early,40_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-040A,1.997,7/25/2022,9:39:23,54
40,8,LD15-3818,11,Diers,2,Early,40_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-040B,3.917,7/25/2022,9:40:00,54
40,8,LD15-3818,11,Diers,2,Early,40_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-040B,4.206,8/1/2022,16:20:17,61
40,8,LD15-3818,11,Diers,2,Early,40_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-040A,3.845,8/9/2022,8:39:35,69
40,8,LD15-3818,11,Diers,2,Early,40_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-040B,3.969,8/9/2022,8:40:06,69
40,8,LD15-3818,11,Diers,2,Early,40_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-040A,4.825,8/17/2022,8:41:07,77
40,8,LD15-3818,11,Diers,2,Early,40_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-040B,5.156,8/17/2022,8:41:34,77
41,8,LD00-2817,23,Checks,2,Early,41_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-041A,1.922,7/13/2022,9:01:36,42
41,8,LD00-2817,23,Checks,2,Early,41_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-041B,1.418,7/13/2022,9:02:35,42
41,8,LD00-2817,23,Checks,2,Early,41_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-041A,1.826,7/25/2022,9:40:41,54
41,8,LD00-2817,23,Checks,2,Early,41_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-041B,1.594,7/25/2022,9:41:09,54
41,8,LD00-2817,23,Checks,2,Early,41_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-041A,3.59,8/1/2022,16:20:53,61
41,8,LD00-2817,23,Checks,2,Early,41_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-041B,4.093,8/1/2022,16:21:30,61
41,8,LD00-2817,23,Checks,2,Early,41_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-041A,4,8/9/2022,8:40:46,69
41,8,LD00-2817,23,Checks,2,Early,41_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-041B,3.959,8/9/2022,8:41:16,69
41,8,LD00-2817,23,Checks,2,Early,41_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-041A,5.994,8/17/2022,8:42:05,77
41,8,LD00-2817,23,Checks,2,Early,41_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-041B,5.707,8/17/2022,8:42:34,77
42,8,CR17-4112,17,Rainey,2,Early,42_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-042A,1.739,7/13/2022,9:03:45,42
42,8,CR17-4112,17,Rainey,2,Early,42_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-042B,1.174,7/13/2022,9:05:16,42
42,8,CR17-4112,17,Rainey,2,Early,42_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-042A,2.686,7/25/2022,9:41:50,54
42,8,CR17-4112,17,Rainey,2,Early,42_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-042B,2.761,7/25/2022,9:42:28,54
42,8,CR17-4112,17,Rainey,2,Early,42_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-042A,2.673,8/1/2022,16:22:13,61
42,8,CR17-4112,17,Rainey,2,Early,42_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-042B,3.912,8/1/2022,16:22:45,61
42,8,CR17-4112,17,Rainey,2,Early,42_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-042A,4.564,8/9/2022,8:41:58,69
42,8,CR17-4112,17,Rainey,2,Early,42_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-042B,3.887,8/9/2022,8:42:24,69
42,8,CR17-4112,17,Rainey,2,Early,42_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-042A,6.296,8/17/2022,8:43:33,77
42,8,CR17-4112,17,Rainey,2,Early,42_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-042B,5.897,8/17/2022,8:44:05,77
43,9,K17-6388,4,Schapaugh,2,Early,43_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-043A,1.684,7/13/2022,9:08:09,42
43,9,K17-6388,4,Schapaugh,2,Early,43_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-043B,1.542,7/13/2022,9:08:46,42
43,9,K17-6388,4,Schapaugh,2,Early,43_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-043A,3.566,7/25/2022,9:43:07,54
43,9,K17-6388,4,Schapaugh,2,Early,43_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-043B,3.564,7/25/2022,9:43:37,54
43,9,K17-6388,4,Schapaugh,2,Early,43_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-043A,3.848,8/1/2022,16:23:19,61
43,9,K17-6388,4,Schapaugh,2,Early,43_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-043B,4.701,8/1/2022,16:24:24,61
43,9,K17-6388,4,Schapaugh,2,Early,43_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-043A,5.098,8/9/2022,8:42:54,69
43,9,K17-6388,4,Schapaugh,2,Early,43_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-043B,5.115,8/9/2022,8:43:23,69
43,9,K17-6388,4,Schapaugh,2,Early,43_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-043A,7.373,8/17/2022,8:44:38,77
43,9,K17-6388,4,Schapaugh,2,Early,43_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-043B,7.4,8/17/2022,8:45:08,77
44,9,CR16-4386,20,Rainey,2,Early,44_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-044A,0.991,7/13/2022,9:09:31,42
44,9,CR16-4386,20,Rainey,2,Early,44_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-044B,1.788,7/13/2022,9:10:20,42
44,9,CR16-4386,20,Rainey,2,Early,44_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-044A,2.33,7/25/2022,9:44:10,54
44,9,CR16-4386,20,Rainey,2,Early,44_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-044B,2.072,7/25/2022,9:44:42,54
44,9,CR16-4386,20,Rainey,2,Early,44_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-044A,2.566,8/1/2022,16:25:01,61
44,9,CR16-4386,20,Rainey,2,Early,44_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-044B,3.559,8/1/2022,16:25:33,61
44,9,CR16-4386,20,Rainey,2,Early,44_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-044A,3.158,8/9/2022,8:43:56,69
44,9,CR16-4386,20,Rainey,2,Early,44_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-044B,2.692,8/9/2022,8:44:27,69
44,9,CR16-4386,20,Rainey,2,Early,44_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-044A,3.934,8/17/2022,8:45:53,77
44,9,CR16-4386,20,Rainey,2,Early,44_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-044B,4.502,8/17/2022,8:46:20,77
45,9,LG15-1913-73,21,Singh,2,Early,45_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-045A,1.39,7/13/2022,9:11:00,42
45,9,LG15-1913-73,21,Singh,2,Early,45_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-045B,1.161,7/13/2022,9:11:31,42
45,9,LG15-1913-73,21,Singh,2,Early,45_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-045A,2.479,7/25/2022,9:45:19,54
45,9,LG15-1913-73,21,Singh,2,Early,45_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-045B,3.387,7/25/2022,9:45:59,54
45,9,LG15-1913-73,21,Singh,2,Early,45_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-045A,2.783,8/1/2022,16:26:10,61
45,9,LG15-1913-73,21,Singh,2,Early,45_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-045B,3.24,8/1/2022,16:26:45,61
45,9,LG15-1913-73,21,Singh,2,Early,45_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-045A,4.022,8/9/2022,8:44:59,69
45,9,LG15-1913-73,21,Singh,2,Early,45_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-045B,3.973,8/9/2022,8:45:33,69
45,9,LG15-1913-73,21,Singh,2,Early,45_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-045A,4.868,8/17/2022,8:46:49,77
45,9,LG15-1913-73,21,Singh,2,Early,45_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-045B,4.803,8/17/2022,8:47:23,77
46,9,CR16-0042,15,Rainey,2,Early,46_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-046A,3.066,7/13/2022,9:12:04,42
46,9,CR16-0042,15,Rainey,2,Early,46_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-046B,1.138,7/13/2022,9:12:35,42
46,9,CR16-0042,15,Rainey,2,Early,46_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-046A,1.856,7/25/2022,9:46:39,54
46,9,CR16-0042,15,Rainey,2,Early,46_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-046B,2.127,7/25/2022,9:47:20,54
46,9,CR16-0042,15,Rainey,2,Early,46_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-046A,3.061,8/1/2022,16:27:14,61
46,9,CR16-0042,15,Rainey,2,Early,46_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-046B,3.497,8/1/2022,16:27:54,61
46,9,CR16-0042,15,Rainey,2,Early,46_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-046A,4.471,8/9/2022,8:46:06,69
46,9,CR16-0042,15,Rainey,2,Early,46_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-046B,4.241,8/9/2022,8:46:52,69
46,9,CR16-0042,15,Rainey,2,Early,46_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-046A,5.381,8/17/2022,8:48:00,77
46,9,CR16-0042,15,Rainey,2,Early,46_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-046B,5.634,8/17/2022,8:48:27,77
47,9,LG15-1913-86,22,Singh,2,Early,47_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-047A,1.765,7/13/2022,9:13:22,42
47,9,LG15-1913-86,22,Singh,2,Early,47_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-047B,1.004,7/13/2022,9:14:09,42
47,9,LG15-1913-86,22,Singh,2,Early,47_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-047A,1.937,7/25/2022,9:47:57,54
47,9,LG15-1913-86,22,Singh,2,Early,47_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-047B,2.312,7/25/2022,9:48:44,54
47,9,LG15-1913-86,22,Singh,2,Early,47_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-047A,3.167,8/1/2022,16:28:23,61
47,9,LG15-1913-86,22,Singh,2,Early,47_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-047B,3.839,8/1/2022,16:29:51,61
47,9,LG15-1913-86,22,Singh,2,Early,47_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-047A,3.628,8/9/2022,8:47:26,69
47,9,LG15-1913-86,22,Singh,2,Early,47_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-047B,3.519,8/9/2022,8:47:58,69
47,9,LG15-1913-86,22,Singh,2,Early,47_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-047A,4.354,8/17/2022,8:49:42,77
47,9,LG15-1913-86,22,Singh,2,Early,47_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-047B,5.849,8/17/2022,8:50:10,77
48,9,SA17-19056,6,Scaboo,2,Early,48_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-048A,1.132,7/13/2022,9:14:56,42
48,9,SA17-19056,6,Scaboo,2,Early,48_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-048A,2.943,7/25/2022,9:49:16,54
48,9,SA17-19056,6,Scaboo,2,Early,48_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-048B,2.729,7/25/2022,9:49:51,54
48,9,SA17-19056,6,Scaboo,2,Early,48_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-048A,2.268,8/1/2022,16:30:33,61
48,9,SA17-19056,6,Scaboo,2,Early,48_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-048B,3.334,8/1/2022,16:30:58,61
48,9,SA17-19056,6,Scaboo,2,Early,48_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-048A,4.229,8/9/2022,8:48:28,69
48,9,SA17-19056,6,Scaboo,2,Early,48_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-048B,3.569,8/9/2022,8:49:39,69
48,9,SA17-19056,6,Scaboo,2,Early,48_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-048A,5.062,8/17/2022,8:50:44,77
48,9,SA17-19056,6,Scaboo,2,Early,48_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-048B,5.153,8/17/2022,8:52:51,77
49,10,CR16-2874,19,Rainey,2,Early,49_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-049A,1.576,7/13/2022,9:16:04,42
49,10,CR16-2874,19,Rainey,2,Early,49_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-049B,1.158,7/13/2022,9:17:43,42
49,10,CR16-2874,19,Rainey,2,Early,49_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-049A,2.164,7/25/2022,9:50:27,54
49,10,CR16-2874,19,Rainey,2,Early,49_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-049B,3.016,7/25/2022,9:51:51,54
49,10,CR16-2874,19,Rainey,2,Early,49_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-049A,2.649,8/1/2022,16:32:35,61
49,10,CR16-2874,19,Rainey,2,Early,49_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-049B,3.388,8/1/2022,16:33:09,61
49,10,CR16-2874,19,Rainey,2,Early,49_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-049A,2.957,8/9/2022,8:50:28,69
49,10,CR16-2874,19,Rainey,2,Early,49_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-049B,3.573,8/9/2022,8:51:05,69
49,10,CR16-2874,19,Rainey,2,Early,49_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-049A,4.471,8/17/2022,8:53:47,77
50,10,HM17-07029,14,Leah,2,Early,50_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-050A,2.485,7/13/2022,9:18:42,42
50,10,HM17-07029,14,Leah,2,Early,50_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-050B,0.9005,7/13/2022,9:19:22,42
50,10,HM17-07029,14,Leah,2,Early,50_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-050A,1.799,7/25/2022,9:52:04,54
50,10,HM17-07029,14,Leah,2,Early,50_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-050B,3.088,7/25/2022,9:52:45,54
50,10,HM17-07029,14,Leah,2,Early,50_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-050A,2.874,8/1/2022,16:34:07,61
50,10,HM17-07029,14,Leah,2,Early,50_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-050B,2.91,8/1/2022,16:34:39,61
50,10,HM17-07029,14,Leah,2,Early,50_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-050A,3.351,8/9/2022,8:51:47,69
50,10,HM17-07029,14,Leah,2,Early,50_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-050B,4.103,8/9/2022,8:52:24,69
50,10,HM17-07029,14,Leah,2,Early,50_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-050A,4.632,8/17/2022,8:54:45,77
50,10,HM17-07029,14,Leah,2,Early,50_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-050B,5.005,8/17/2022,8:55:48,77
51,10,HM17-07029,14,Leah,3,Early,51_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-051A,2.019,7/13/2022,9:20:08,42
51,10,HM17-07029,14,Leah,3,Early,51_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-051B,0.7869,7/13/2022,9:20:57,42
51,10,HM17-07029,14,Leah,3,Early,51_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-051A,1.863,7/25/2022,9:53:35,54
51,10,HM17-07029,14,Leah,3,Early,51_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-051B,2.472,7/25/2022,9:55:06,54
51,10,HM17-07029,14,Leah,3,Early,51_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-051A,4.109,8/1/2022,16:36:03,61
51,10,HM17-07029,14,Leah,3,Early,51_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-051B,2.678,8/1/2022,16:35:15,61
51,10,HM17-07029,14,Leah,3,Early,51_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-051A,3.578,8/9/2022,8:53:10,69
51,10,HM17-07029,14,Leah,3,Early,51_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-051B,3.952,8/9/2022,8:53:43,69
51,10,HM17-07029,14,Leah,3,Early,51_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-051A,4.547,8/17/2022,8:56:22,77
51,10,HM17-07029,14,Leah,3,Early,51_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-051B,5.197,8/17/2022,8:56:46,77
52,10,CR16-0130,18,Rainey,3,Early,52_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-052A,1.336,7/13/2022,9:21:44,42
52,10,CR16-0130,18,Rainey,3,Early,52_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-052B,1.521,7/13/2022,9:22:30,42
52,10,CR16-0130,18,Rainey,3,Early,52_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-052A,2.086,7/25/2022,9:55:40,54
52,10,CR16-0130,18,Rainey,3,Early,52_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-052B,3.353,7/25/2022,9:56:26,54
52,10,CR16-0130,18,Rainey,3,Early,52_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-052A,3.308,8/1/2022,16:38:17,61
52,10,CR16-0130,18,Rainey,3,Early,52_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-052B,3.97,8/1/2022,16:39:41,61
52,10,CR16-0130,18,Rainey,3,Early,52_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-052A,3.998,8/9/2022,8:58:44,69
52,10,CR16-0130,18,Rainey,3,Early,52_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-052B,4.593,8/9/2022,8:59:08,69
52,10,CR16-0130,18,Rainey,3,Early,52_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-052A,5.113,8/17/2022,8:57:21,77
52,10,CR16-0130,18,Rainey,3,Early,52_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-052B,5.148,8/17/2022,8:57:47,77
